Name;Position;Age;Min;Goals;Goals.1;Asists;Asists.1;GoalAstPer90;90s;SCA;SCA90;ShootPass;ShootDrib;GCA;GCA90;AssistPass;AssistDrib;CompletedPasses;PassCompRatio;TotDistPass;ProgDistPass;Crosses;PenaltyWon;AerialWonRate;ShootOnTarget;ShootPer90;GoalPerShoot;TacklesWon;TklDribbling;Blocks;SuccPressRatio;MatchPlayed;PointPerMatch;TouchPenArea;SuccDrib;DribLegs;PlayerType;PlayerName;Value;Value2;Comp
Lucas Höler;FW;25.0;2485;8;0.29;2;0.07;0.36;27.6;67.0;2.43;39.0;5.0;15.0;0.54;4.0;3.0;452.0;69.9;6313.0;945.0;22;1.0;43.3;22;1.81;0.16;18;10.0;39.0;23.8;34;1.41;134.0;37.0;1.0;Forward;Lucas Höler;4.0;M;de Bundesliga
Lucas Leiva;MF;32.0;1808;0;0.0;1;0.05;0.05;20.1;37.0;1.84;33.0;0.0;2.0;0.1;2.0;0.0;1002.0;88.3;19833.0;5548.0;6;0.0;62.9;3;0.5;0.0;41;24.0;25.0;29.6;25;2.08;8.0;7.0;1.0;Midfielder;Lucas Leiva;5.0;M;it Serie A
Lucas Moura;FW;26.0;2242;4;0.16;4;0.16;0.32;24.9;88.0;3.53;59.0;12.0;9.0;0.36;5.0;3.0;581.0;72.7;8736.0;2505.0;27;0.0;40.7;13;2.25;0.07;33;12.0;40.0;27.1;35;1.54;85.0;71.0;3.0;Forward;Lucas Moura;40.0;M;eng Premier League
Lucas Ocampos;FW;25.0;2745;14;0.46;3;0.1;0.56;30.5;65.0;2.13;42.0;10.0;8.0;0.26;5.0;2.0;728.0;74.9;11577.0;2831.0;81;1.0;44.1;31;2.66;0.11;32;21.0;55.0;28.6;33;1.97;201.0;83.0;6.0;Forward;Lucas Ocampos;30.0;M;es La Liga
Lucas Olaza;DF;25.0;3144;1;0.03;3;0.09;0.11;34.9;59.0;1.69;39.0;0.0;6.0;0.17;2.0;0.0;1496.0;74.4;27544.0;13473.0;113;1.0;52.1;5;0.54;0.05;36;29.0;65.0;30.3;35;1.03;20.0;15.0;1.0;Defender;Lucas Olaza;4.0;M;es La Liga
Lucas Torreira;MF;23.0;1512;1;0.06;1;0.06;0.12;16.8;29.0;1.73;20.0;2.0;2.0;0.12;2.0;0.0;793.0;87.5;15698.0;3306.0;5;0.0;33.3;6;1.25;0.05;24;12.0;29.0;25.3;29;1.48;31.0;13.0;1.0;Midfielder;Lucas Torreira;30.0;M;eng Premier League
Lucas Torró;MF;25.0;331;0;0.0;0;0.0;0.0;3.7;5.0;1.36;1.0;1.0;0.0;0.0;0.0;0.0;150.0;86.2;2748.0;803.0;1;0.0;72.0;0;1.9;0.0;8;5.0;7.0;32.9;7;1.57;6.0;2.0;0.0;Midfielder;Lucas Torró;3.0;M;de Bundesliga
Lucas Tousart;MF;22.0;1763;2;0.1;2;0.1;0.2;19.6;26.0;1.33;21.0;1.0;3.0;0.15;3.0;0.0;802.0;84.8;16086.0;3032.0;10;0.0;51.3;9;1.38;0.07;39;15.0;35.0;32.0;24;1.5;26.0;17.0;0.0;Midfielder;Lucas Tousart;5.0;M;fr Ligue 1
Lucas Vázquez;MF;28.0;848;2;0.21;1;0.11;0.32;9.4;33.0;3.5;25.0;0.0;6.0;0.64;5.0;0.0;465.0;79.8;7389.0;2182.0;44;1.0;40.0;3;1.06;0.2;15;9.0;14.0;34.3;18;2.33;39.0;14.0;0.0;Midfielder;Lucas Vázquez;10.0;M;es La Liga
Ludovic Ajorque;FW;25.0;2058;8;0.35;4;0.17;0.52;22.9;36.0;1.57;27.0;3.0;10.0;0.44;6.0;1.0;371.0;72.9;5861.0;927.0;18;1.0;61.2;18;1.92;0.16;14;3.0;11.0;26.8;26;1.46;110.0;14.0;1.0;Forward;Ludovic Ajorque;6.0;M;fr Ligue 1
Ludovic Baal;DF;33.0;827;0;0.0;0;0.0;0.0;9.2;20.0;2.18;17.0;1.0;1.0;0.11;1.0;0.0;500.0;80.8;8858.0;3971.0;20;0.0;61.8;0;0.22;0.0;21;12.0;22.0;34.8;11;1.45;8.0;17.0;1.0;Defender;Ludovic Baal;60.0;K;fr Ligue 1
Ludovic Blas;FW;21.0;1845;5;0.24;1;0.05;0.29;20.5;58.0;2.83;45.0;6.0;4.0;0.2;3.0;0.0;540.0;79.9;10016.0;2376.0;12;0.0;33.9;20;2.24;0.11;15;6.0;31.0;21.0;24;1.25;53.0;52.0;2.0;Forward;Ludovic Blas;5.0;M;fr Ligue 1
Ludovic Butelle;GK;36.0;2340;0;0.0;0;0.0;0.0;26.0;2.0;0.08;1.0;0.0;0.0;0.0;0.0;0.0;449.0;64.5;15322.0;10272.0;0;0.0;0.0;0;0.0;0.0;0;0.0;1.0;22.2;26;1.38;0.0;0.0;0.0;Goalkeeper;Ludovic Butelle;300.0;K;fr Ligue 1
Ludwig Augustinsson;DF;25.0;924;0;0.0;1;0.1;0.1;10.3;20.0;1.95;15.0;0.0;1.0;0.1;1.0;0.0;387.0;72.5;6753.0;2939.0;35;0.0;58.3;0;0.49;0.0;18;13.0;23.0;34.1;12;0.58;16.0;6.0;0.0;Defender;Ludwig Augustinsson;6.0;M;de Bundesliga
Luigi Sepe;GK;28.0;3060;0;0.0;0;0.0;0.0;34.0;6.0;0.18;6.0;0.0;0.0;0.0;0.0;0.0;841.0;73.9;26634.0;17424.0;0;0.0;0.0;0;0.0;0.0;0;1.0;0.0;20.0;34;1.32;0.0;0.0;0.0;Goalkeeper;Luigi Sepe;7.0;M;it Serie A
Luigi Vitale;DF;31.0;41;0;0.0;0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;61.5;137.0;107.0;2;0.0;0.0;0;0.0;0.0;0;0.0;1.0;0.0;2;2.0;0.0;0.0;1.0;Defender;Luigi Vitale;300.0;K;it Serie A
Luis Muriel;FW;28.0;1260;18;1.29;1;0.07;1.36;14.0;74.0;5.29;51.0;7.0;7.0;0.5;3.0;1.0;377.0;71.9;6032.0;1567.0;33;1.0;41.2;34;5.14;0.17;8;5.0;17.0;34.4;34;1.94;128.0;31.0;1.0;Forward;Luis Muriel;20.0;M;it Serie A
Luis Rioja;MF;25.0;1634;0;0.0;0;0.0;0.0;18.2;27.0;1.49;18.0;1.0;1.0;0.06;1.0;0.0;306.0;70.2;4430.0;1448.0;36;0.0;33.3;2;0.5;0.0;14;6.0;24.0;20.6;28;1.0;22.0;24.0;0.0;Midfielder;Luis Rioja;3.0;M;es La Liga
Luis Suárez;FW;32.0;1998;16;0.72;8;0.36;1.08;22.2;74.0;3.33;51.0;13.0;17.0;0.77;13.0;2.0;529.0;75.9;8520.0;1146.0;19;0.0;41.7;42;3.51;0.19;2;0.0;13.0;25.1;28;2.14;150.0;25.0;3.0;Forward;Luis Suárez;9.0;M;es La Liga
Luiz Araújo;FW;23.0;828;2;0.22;1;0.11;0.33;9.2;31.0;3.37;16.0;8.0;2.0;0.22;1.0;0.0;223.0;72.2;3737.0;839.0;20;1.0;42.9;11;2.61;0.08;9;6.0;16.0;28.6;21;1.48;35.0;26.0;2.0;Forward;Luiz Araújo;5.0;M;fr Ligue 1
Luiz Felipe;DF;22.0;2024;1;0.04;1;0.04;0.09;22.5;15.0;0.67;13.0;1.0;6.0;0.27;5.0;1.0;1048.0;89.7;21793.0;6668.0;4;0.0;54.5;1;0.36;0.13;25;25.0;65.0;28.3;26;2.15;17.0;7.0;1.0;Defender;Luiz Felipe;20.0;M;it Serie A
Lukas Klostermann;DF;23.0;2643;3;0.1;1;0.03;0.14;29.4;37.0;1.26;31.0;1.0;4.0;0.14;3.0;0.0;1553.0;86.1;28771.0;9414.0;16;0.0;57.6;6;0.41;0.25;26;17.0;66.0;37.9;31;2.03;29.0;17.0;0.0;Defender;Lukas Klostermann;9.0;M;de Bundesliga
Lukas Klünter;DF;23.0;1878;0;0.0;2;0.1;0.1;20.9;25.0;1.2;22.0;2.0;7.0;0.34;6.0;0.0;573.0;69.5;10844.0;4698.0;26;0.0;54.9;0;0.1;0.0;23;16.0;39.0;31.6;23;1.35;14.0;16.0;1.0;Defender;Lukas Klünter;3.0;M;de Bundesliga
Lukas Kübler;DF;26.0;209;0;0.0;0;0.0;0.0;2.3;1.0;0.43;1.0;0.0;1.0;0.43;1.0;0.0;77.0;80.2;1858.0;743.0;2;0.0;57.1;1;0.86;0.0;0;0.0;3.0;20.0;5;2.0;2.0;5.0;1.0;Defender;Lukas Kübler;2.0;M;de Bundesliga
Lukas Lerager;MF;26.0;1387;1;0.06;1;0.06;0.13;15.4;29.0;1.88;25.0;0.0;4.0;0.26;4.0;0.0;494.0;82.3;7799.0;2189.0;11;0.0;55.9;5;0.91;0.07;19;14.0;24.0;24.2;21;1.14;23.0;4.0;0.0;Midfielder;Lukas Lerager;4.0;M;it Serie A
Luke Shaw;DF;24.0;1733;0;0.0;0;0.0;0.0;19.3;42.0;2.18;34.0;1.0;1.0;0.05;1.0;0.0;1121.0;86.5;16837.0;6228.0;24;0.0;58.2;5;0.52;0.0;24;15.0;53.0;28.5;24;1.79;34.0;24.0;1.0;Defender;Luke Shaw;30.0;M;eng Premier League
Lukáš Haraslín;FW;23.0;384;1;0.23;0;0.0;0.23;4.3;10.0;2.34;6.0;2.0;1.0;0.23;0.0;0.0;97.0;74.0;1543.0;303.0;3;0.0;40.0;2;2.58;0.09;5;3.0;6.0;23.8;11;1.09;20.0;11.0;3.0;Forward;Lukáš Haraslín;3.0;M;it Serie A
Luuk de Jong;FW;28.0;2059;6;0.26;1;0.04;0.31;22.9;36.0;1.57;26.0;2.0;6.0;0.26;1.0;1.0;389.0;71.6;5635.0;912.0;5;1.0;54.9;24;2.4;0.11;10;4.0;14.0;29.8;35;1.94;121.0;11.0;1.0;Forward;Luuk de Jong;20.0;M;es La Liga
Lyanco;DF;22.0;1176;0;0.0;0;0.0;0.0;13.1;7.0;0.54;6.0;1.0;0.0;0.0;0.0;0.0;552.0;85.1;12422.0;4377.0;4;0.0;54.3;0;0.31;0.0;15;5.0;39.0;31.8;17;0.65;3.0;10.0;0.0;Defender;Lyanco;6.0;M;it Serie A
Lys Mousset;FW;23.0;1240;6;0.44;4;0.29;0.73;13.8;26.0;1.89;15.0;8.0;5.0;0.36;5.0;0.0;176.0;73.6;2351.0;391.0;10;0.0;13.4;9;2.54;0.17;4;2.0;10.0;28.0;30;1.53;80.0;34.0;4.0;Forward;Lys Mousset;20.0;M;eng Premier League
Léo Duarte;DF;23.0;405;0;0.0;0;0.0;0.0;4.5;1.0;0.22;0.0;0.0;0.0;0.0;0.0;0.0;172.0;88.2;3767.0;952.0;0;0.0;57.9;0;0.67;0.0;1;1.0;12.0;22.6;6;1.5;6.0;0.0;0.0;Defender;Léo Duarte;4.0;M;it Serie A
Mads Pedersen;DF;22.0;96;0;0.0;1;0.94;0.94;1.1;3.0;2.81;2.0;1.0;1.0;0.94;1.0;0.0;25.0;75.8;422.0;134.0;5;0.0;0.0;0;0.0;0.0;2;2.0;3.0;19.0;2;0.0;2.0;1.0;0.0;Defender;Mads Pedersen;1.0;M;de Bundesliga
Mahdi Camara;MF;21.0;901;0;0.0;0;0.0;0.0;10.0;9.0;0.9;7.0;0.0;3.0;0.3;3.0;0.0;388.0;83.8;6653.0;1033.0;4;0.0;65.4;2;0.7;0.0;24;12.0;24.0;23.7;12;1.0;10.0;10.0;1.0;Midfielder;Mahdi Camara;1.0;M;fr Ligue 1
Makoto Hasebe;DF;35.0;1968;0;0.0;0;0.0;0.0;21.9;23.0;1.05;22.0;0.0;2.0;0.09;2.0;0.0;1210.0;88.1;27587.0;8322.0;1;0.0;49.1;0;0.0;0.0;20;12.0;56.0;42.9;23;1.35;1.0;4.0;1.0;Defender;Makoto Hasebe;600.0;K;de Bundesliga
Mamadou Fofana;DF;21.0;1587;0;0.0;0;0.0;0.0;17.6;13.0;0.74;9.0;2.0;0.0;0.0;0.0;0.0;645.0;87.4;13129.0;3772.0;1;0.0;49.0;0;0.57;0.0;36;16.0;34.0;32.5;20;1.2;6.0;5.0;1.0;Defender;Mamadou Fofana;1.0;M;fr Ligue 1
Mamadou Sakho;DF;29.0;931;0;0.0;0;0.0;0.0;10.3;1.0;0.1;1.0;0.0;0.0;0.0;0.0;0.0;451.0;87.4;9276.0;3462.0;0;0.0;54.1;0;0.0;0.0;7;0.0;15.0;28.3;14;1.07;3.0;5.0;0.0;Defender;Mamadou Sakho;20.0;M;eng Premier League
Manolo Gabbiadini;FW;27.0;2035;11;0.49;1;0.04;0.53;22.6;80.0;3.54;44.0;3.0;8.0;0.35;4.0;1.0;377.0;64.9;5686.0;1470.0;29;1.0;27.6;35;3.85;0.11;11;4.0;10.0;25.4;33;1.21;98.0;22.0;1.0;Forward;Manolo Gabbiadini;8.0;M;it Serie A
Manu García;MF;33.0;1967;0;0.0;0;0.0;0.0;21.9;10.0;0.46;6.0;0.0;0.0;0.0;0.0;0.0;521.0;73.4;9535.0;2300.0;5;0.0;56.2;7;0.92;0.0;38;15.0;33.0;30.8;30;1.0;28.0;10.0;0.0;Midfielder;Manu García;400.0;K;es La Liga
Manu Trigueros;MF;27.0;1547;2;0.12;4;0.23;0.35;17.2;63.0;3.67;50.0;0.0;6.0;0.35;6.0;0.0;784.0;85.4;14869.0;4324.0;7;0.0;34.1;9;1.4;0.04;21;10.0;30.0;24.6;29;1.48;24.0;13.0;0.0;Midfielder;Manu Trigueros;10.0;M;es La Liga
Manu Vallejo;MF;22.0;418;2;0.43;0;0.0;0.43;4.6;11.0;2.37;7.0;1.0;1.0;0.22;1.0;0.0;70.0;74.5;1187.0;203.0;3;0.0;25.0;3;1.72;0.25;2;3.0;5.0;22.1;11;1.73;19.0;8.0;0.0;Midfielder;Manu Vallejo;10.0;M;es La Liga
Manuel Akanji;DF;24.0;2309;0;0.0;1;0.04;0.04;25.7;10.0;0.39;9.0;0.0;3.0;0.12;3.0;0.0;1767.0;91.6;36920.0;11998.0;0;0.0;56.9;2;0.39;0.0;23;17.0;35.0;38.6;29;2.14;15.0;8.0;1.0;Defender;Manuel Akanji;20.0;M;de Bundesliga
Manuel Cabit;DF;26.0;270;0;0.0;1;0.33;0.33;3.0;6.0;2.0;5.0;0.0;1.0;0.33;1.0;0.0;104.0;67.1;1778.0;746.0;9;0.0;0.0;0;0.0;0.0;3;3.0;5.0;23.9;3;1.33;0.0;2.0;0.0;Defender;Manuel Cabit;1.0;M;fr Ligue 1
Manuel Gulde;DF;28.0;1371;1;0.07;0;0.0;0.07;15.2;17.0;1.12;13.0;1.0;1.0;0.07;0.0;0.0;703.0;85.9;15993.0;4938.0;7;0.0;54.9;2;0.92;0.07;20;9.0;41.0;34.6;17;0.94;16.0;7.0;0.0;Defender;Manuel Gulde;3.0;M;de Bundesliga
Manuel Lanzini;MF;26.0;1379;0;0.0;2;0.13;0.13;15.3;58.0;3.79;39.0;1.0;5.0;0.33;2.0;0.0;674.0;84.5;10959.0;3117.0;14;1.0;30.0;7;1.5;0.0;9;5.0;12.0;22.1;24;0.83;34.0;28.0;0.0;Midfielder;Manuel Lanzini;10.0;M;eng Premier League
Manuel Lazzari;DF;25.0;2548;0;0.0;3;0.11;0.11;28.3;60.0;2.12;53.0;1.0;6.0;0.21;4.0;0.0;845.0;79.2;13718.0;3044.0;119;0.0;14.3;9;0.57;0.0;13;11.0;25.0;29.6;32;2.0;88.0;37.0;2.0;Defender;Manuel Lazzari;20.0;M;it Serie A
Manuel Locatelli;MF;21.0;2586;0;0.0;5;0.17;0.17;28.7;93.0;3.24;76.0;3.0;8.0;0.28;8.0;0.0;1886.0;86.6;35567.0;8514.0;26;0.0;45.9;6;1.15;0.0;58;25.0;56.0;33.1;33;1.45;34.0;49.0;1.0;Midfielder;Manuel Locatelli;10.0;M;it Serie A
Marash Kumbulla;DF;19.0;1950;1;0.05;0;0.0;0.05;21.7;10.0;0.46;8.0;0.0;2.0;0.09;0.0;0.0;771.0;83.8;15790.0;5169.0;1;0.0;66.0;5;0.51;0.09;39;23.0;40.0;33.3;25;1.44;15.0;4.0;0.0;Defender;Marash Kumbulla;7.0;M;it Serie A
Marc Albrighton;MF;29.0;867;0;0.0;3;0.31;0.31;9.6;26.0;2.7;22.0;1.0;5.0;0.52;5.0;0.0;344.0;67.9;6189.0;2444.0;49;0.0;28.6;2;1.04;0.0;11;7.0;18.0;34.0;20;1.45;23.0;10.0;2.0;Midfielder;Marc Albrighton;20.0;M;eng Premier League
Marc Bartra;DF;28.0;2524;3;0.11;1;0.04;0.14;28.0;12.0;0.43;10.0;0.0;1.0;0.04;0.0;0.0;1422.0;86.9;30963.0;8554.0;2;0.0;66.1;5;0.75;0.14;37;16.0;59.0;33.0;30;1.07;31.0;13.0;2.0;Defender;Marc Bartra;20.0;M;es La Liga
Marc Cucurella;MF;21.0;3237;1;0.03;5;0.14;0.17;36.0;93.0;2.59;71.0;2.0;9.0;0.25;7.0;0.0;938.0;66.7;15990.0;6391.0;105;1.0;36.8;6;0.86;0.03;62;27.0;76.0;32.3;37;1.38;65.0;24.0;2.0;Midfielder;Marc Cucurella;20.0;M;es La Liga
Marc Roca;MF;22.0;3008;2;0.06;1;0.03;0.09;33.4;60.0;1.8;45.0;2.0;4.0;0.12;3.0;0.0;1389.0;80.2;29813.0;9464.0;21;0.0;43.8;3;0.87;0.0;61;29.0;42.0;29.0;35;0.69;18.0;16.0;0.0;Midfielder;Marc Roca;20.0;M;es La Liga
Marcel Halstenberg;DF;27.0;2520;3;0.11;3;0.11;0.21;28.0;62.0;2.21;51.0;3.0;11.0;0.39;9.0;1.0;1605.0;84.1;30109.0;9791.0;27;0.0;69.7;9;1.11;0.1;20;26.0;56.0;34.9;29;1.83;54.0;24.0;1.0;Defender;Marcel Halstenberg;20.0;M;de Bundesliga
Marcel Schmelzer;DF;31.0;66;1;1.36;1;1.36;2.73;0.7;2.0;2.73;2.0;0.0;1.0;1.36;1.0;0.0;41.0;78.8;607.0;238.0;1;0.0;80.0;1;2.73;0.5;0;0.0;0.0;30.8;7;2.29;3.0;0.0;0.0;Defender;Marcel Schmelzer;2.0;M;de Bundesliga
Marcelo;DF;32.0;5598;2;0.035;4;0.07;0.105;62.2;116.0;1.975;104.0;4.0;14.0;0.245;10.0;0.0;3738.0;84.75;76188.0;24464.0;106;4.0;68.44999999999999;16;0.83;0.03;56;40.0;90.0;35.4;64;1.6549999999999998;124.0;20.0;0.0;Defender;Marcelo;10.0;M;fr Ligue 1
Marco Asensio;FW;23.0;336;3;0.8;1;0.27;1.07;3.7;11.0;2.95;8.0;2.0;1.0;0.27;1.0;0.0;134.0;82.2;2312.0;451.0;9;0.0;37.5;5;2.41;0.33;4;1.0;2.0;32.4;9;2.78;17.0;6.0;0.0;Forward;Marco Asensio;40.0;M;es La Liga
Marco Benassi;MF;24.0;980;1;0.09;1;0.09;0.18;10.9;27.0;2.48;25.0;0.0;2.0;0.18;1.0;0.0;262.0;76.6;4465.0;1465.0;12;0.0;23.8;4;1.93;0.05;10;10.0;19.0;22.1;18;1.5;29.0;7.0;0.0;Midfielder;Marco Benassi;7.0;M;it Serie A
Marco Friedl;DF;21.0;2183;1;0.04;3;0.12;0.16;24.3;36.0;1.48;23.0;0.0;4.0;0.16;3.0;0.0;989.0;76.5;20285.0;6667.0;52;0.0;59.5;3;0.49;0.08;44;28.0;56.0;28.9;27;1.04;14.0;13.0;0.0;Defender;Marco Friedl;2.0;M;de Bundesliga
Marco Höger;MF;29.0;676;0;0.0;0;0.0;0.0;7.5;13.0;1.73;11.0;0.0;0.0;0.0;0.0;0.0;343.0;82.1;7215.0;2321.0;3;0.0;50.0;0;0.13;0.0;7;6.0;18.0;28.7;15;0.6;8.0;8.0;0.0;Midfielder;Marco Höger;2.0;M;de Bundesliga
Marco Parolo;MF;34.0;1700;1;0.05;0;0.0;0.05;18.9;21.0;1.11;16.0;0.0;1.0;0.05;0.0;0.0;666.0;86.5;11862.0;3289.0;6;0.0;46.4;6;0.9;0.06;33;13.0;52.0;26.5;29;1.76;27.0;5.0;1.0;Midfielder;Marco Parolo;1.0;M;it Serie A
Marco Richter;MF;21.0;2280;4;0.16;3;0.12;0.28;25.3;56.0;2.21;35.0;8.0;6.0;0.24;4.0;0.0;361.0;60.6;6958.0;2303.0;38;0.0;39.0;18;2.49;0.06;15;11.0;35.0;23.7;31;1.13;63.0;49.0;4.0;Midfielder;Marco Richter;4.0;M;de Bundesliga
Marco Silvestri;GK;28.0;3150;0;0.0;0;0.0;0.0;35.0;3.0;0.09;0.0;0.0;0.0;0.0;0.0;0.0;450.0;45.4;17400.0;13123.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;35;1.31;0.0;1.0;0.0;Goalkeeper;Marco Silvestri;5.0;M;it Serie A
Marco Sportiello;GK;27.0;525;0;0.0;0;0.0;0.0;5.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.0;85.5;3172.0;1383.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;6;2.0;0.0;0.0;0.0;Goalkeeper;Marco Sportiello;4.0;M;it Serie A
Marcos Alonso;DF;28.0;1430;4;0.25;2;0.13;0.38;15.9;47.0;2.96;36.0;1.0;6.0;0.38;4.0;0.0;916.0;82.7;16220.0;4972.0;51;1.0;57.5;8;1.89;0.13;19;5.0;30.0;40.9;18;2.22;72.0;12.0;0.0;Defender;Marcos Alonso;30.0;M;eng Premier League
Marcos Llorente;MF;24.0;1368;3;0.2;3;0.2;0.39;15.2;27.0;1.78;21.0;4.0;7.0;0.46;3.0;2.0;395.0;77.9;6233.0;1632.0;18;1.0;41.7;5;0.92;0.21;22;8.0;30.0;31.7;29;1.97;51.0;25.0;1.0;Midfielder;Marcos Llorente;30.0;M;es La Liga
Marcos Rojo;DF;29.0;122;0;0.0;0;0.0;0.0;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;67.3;747.0;323.0;2;0.0;75.0;0;0.74;0.0;1;0.0;1.0;25.0;3;1.33;3.0;0.0;0.0;Defender;Marcos Rojo;10.0;M;eng Premier League
Marcus Coco;FW;23.0;14;0;0.0;0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;100.0;27.0;7.0;0;0.0;0.0;0;0.0;0.0;1;0.0;0.0;50.0;1;0.0;0.0;0.0;0.0;Forward;Marcus Coco;5.0;M;fr Ligue 1
Marcus Ingvartsen;MF;23.0;1716;5;0.26;2;0.1;0.37;19.1;29.0;1.52;22.0;2.0;5.0;0.26;4.0;0.0;342.0;68.1;5132.0;1063.0;13;0.0;47.1;13;2.26;0.09;11;8.0;26.0;26.8;28;1.25;58.0;22.0;1.0;Midfielder;Marcus Ingvartsen;2.0;M;de Bundesliga
Marcus Rashford;FW;21.0;2643;17;0.58;7;0.24;0.82;29.4;93.0;3.17;65.0;11.0;20.0;0.68;11.0;4.0;758.0;76.7;12428.0;3377.0;29;4.0;30.3;38;2.86;0.13;6;7.0;26.0;27.0;31;1.77;163.0;72.0;13.0;Forward;Marcus Rashford;60.0;M;eng Premier League
Marcus Thuram;FW;21.0;2202;10;0.41;8;0.33;0.74;24.5;77.0;3.15;48.0;14.0;13.0;0.53;8.0;4.0;473.0;68.5;6322.0;1699.0;46;1.0;60.0;39;2.41;0.17;18;11.0;28.0;23.0;31;1.81;157.0;69.0;3.0;Forward;Marcus Thuram;10.0;M;de Bundesliga
Mariano;FW;25.0;45;1;2.0;0;0.0;2.0;0.5;2.0;4.0;1.0;1.0;1.0;2.0;0.0;1.0;11.0;73.3;142.0;26.0;0;0.0;40.0;2;10.0;0.2;0;0.0;1.0;21.4;5;2.4;6.0;2.0;0.0;Forward;Mariano;20.0;M;es La Liga
Mario Gaspar;DF;28.0;1962;0;0.0;2;0.09;0.09;21.8;31.0;1.42;26.0;0.0;3.0;0.14;2.0;0.0;867.0;79.4;15305.0;6866.0;23;0.0;53.0;1;0.64;0.0;20;21.0;49.0;28.9;25;1.72;39.0;3.0;0.0;Defender;Mario Gaspar;10.0;M;es La Liga
Mario Hermoso;DF;24.0;1217;0;0.0;0;0.0;0.0;13.5;7.0;0.52;7.0;0.0;0.0;0.0;0.0;0.0;511.0;79.6;11693.0;4763.0;5;0.0;56.5;2;0.22;0.0;9;7.0;16.0;27.8;17;2.12;9.0;3.0;0.0;Defender;Mario Hermoso;20.0;M;es La Liga
Marius Bülter;MF;26.0;2321;7;0.27;1;0.04;0.31;25.8;48.0;1.86;37.0;10.0;3.0;0.12;2.0;1.0;411.0;62.7;6834.0;2238.0;60;0.0;32.1;15;1.55;0.18;20;10.0;57.0;26.6;32;1.19;78.0;66.0;5.0;Midfielder;Marius Bülter;3.0;M;de Bundesliga
Marius Wolf;FW;24.0;1410;1;0.06;3;0.19;0.26;15.7;33.0;2.11;26.0;3.0;5.0;0.32;3.0;0.0;465.0;69.0;8913.0;3702.0;33;0.0;43.5;2;0.89;0.07;13;10.0;33.0;23.8;21;1.14;38.0;30.0;2.0;Forward;Marius Wolf;10.0;M;de Bundesliga
Mark Flekken;GK;26.0;900;0;0.0;0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;305.0;70.1;10092.0;6118.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;10;1.5;0.0;2.0;0.0;Goalkeeper;Mark Flekken;2.0;M;de Bundesliga
Mark Noble;MF;32.0;2674;4;0.13;3;0.1;0.24;29.7;73.0;2.46;52.0;2.0;8.0;0.27;4.0;0.0;1217.0;81.2;24632.0;7029.0;21;1.0;37.9;3;0.47;0.07;36;16.0;29.0;27.1;33;1.06;30.0;29.0;0.0;Midfielder;Mark Noble;4.0;M;eng Premier League
Mark Uth;MF;27.0;1515;5;0.195;5;0.195;0.385;16.8;60.0;2.6799999999999997;28.0;5.0;10.0;0.385;4.0;1.0;398.0;67.85;8286.0;1981.0;28;3.0;32.05;18;2.6100000000000003;0.05;21;8.0;22.0;27.4;23;1.4100000000000001;69.0;20.0;1.0;Midfielder;Mark Uth;4.0;M;de Bundesliga
Marko Rog;MF;24.0;2317;1;0.04;1;0.04;0.08;25.7;70.0;2.72;46.0;6.0;8.0;0.31;6.0;0.0;1007.0;85.5;17421.0;4198.0;16;0.0;56.8;8;1.17;0.03;62;21.0;54.0;29.4;30;1.43;32.0;59.0;0.0;Midfielder;Marko Rog;9.0;M;it Serie A
Markus Schubert;GK;21.0;742;0;0.0;0;0.0;0.0;8.2;3.0;0.36;2.0;0.0;0.0;0.0;0.0;0.0;193.0;60.9;6174.0;3785.0;0;0.0;0.0;0;0.0;0.0;0;0.0;1.0;0.0;9;1.0;0.0;0.0;0.0;Goalkeeper;Markus Schubert;600.0;K;de Bundesliga
Marlon;DF;23.0;1818;0;0.0;0;0.0;0.0;20.2;17.0;0.84;15.0;1.0;0.0;0.0;0.0;0.0;1370.0;94.7;25647.0;9053.0;0;0.0;42.9;1;0.25;0.0;20;10.0;37.0;26.9;23;1.25;5.0;6.0;0.0;Defender;Marlon;4.0;M;it Serie A
Marshall Munetsi;MF;23.0;838;0;0.0;2;0.21;0.21;9.3;18.0;1.93;15.0;1.0;2.0;0.21;2.0;0.0;290.0;78.0;5258.0;1179.0;5;0.0;66.7;0;0.43;0.0;17;10.0;21.0;27.5;17;1.59;10.0;14.0;0.0;Midfielder;Marshall Munetsi;600.0;K;fr Ligue 1
Marten de Roon;MF;28.0;2721;2;0.07;5;0.17;0.23;30.2;64.0;2.12;58.0;0.0;10.0;0.33;10.0;0.0;1758.0;87.0;32673.0;9743.0;14;0.0;54.5;6;1.03;0.06;49;36.0;52.0;30.8;35;2.06;18.0;12.0;1.0;Midfielder;Marten de Roon;20.0;M;it Serie A
