;Player;Position;Comp;Age;Min;Goals;Goals;Asists;Asists;GoalAstPer90
2232;Manuel Sánchez;DF;es La Liga;18;325;0;0.00;0;0.00;0.00
2233;Víctor Sánchez;MF,DF;es La Liga;31;1,688;0;0.00;1;0.05;0.05
2234;Jadon Sancho;FW,MF;de Bundesliga;19;2,287;17;0.67;16;0.63;1.30
2235;Alex Sandro;DF;it Serie A;28;2,385;1;0.04;3;0.11;0.15
2236;Leroy Sané;FW;eng Premier League;23;12;0;0.00;0;0.00;0.00
2237;Salif Sané;DF;de Bundesliga;28;1,126;2;0.16;1;0.08;0.24
2238;Luca Sangalli;MF;es La Liga;24;372;0;0.00;1;0.24;0.24
2239;Ibrahim Sangaré;MF;fr Ligue 1;21;2,175;0;0.00;1;0.04;0.04
2240;Oier Sanjurjo;MF;es La Liga;33;2,320;2;0.08;1;0.04;0.12
2241;Yaya Sanogo;FW;fr Ligue 1;26;910;3;0.30;1;0.10;0.40
2242;Morgan Sanson;MF;fr Ligue 1;24;2,173;5;0.21;4;0.17;0.37
2243;Nicola Sansone;FW,MF;it Serie A;27;2,269;4;0.16;3;0.12;0.28
2244;Baptiste Santamaria;MF;fr Ligue 1;24;2,505;1;0.04;1;0.04;0.07
2245;Federico Santander;FW;it Serie A;28;770;1;0.12;0;0.00;0.12
2246;Davide Santon;DF;it Serie A;28;619;0;0.00;0;0.00;0.00
2247;Samir Santos;DF;it Serie A;24;1,546;1;0.06;0;0.00;0.06
2248;Riccardo Saponara;MF,FW;it Serie A;27;168;0;0.00;0;0.00;0.00
2249;Riccardo Saponara;MF,FW;it Serie A;27;947;2;0.19;4;0.38;0.57
2250;Ivan Šaponjić;FW,DF;es La Liga;21;6;0;0.00;0;0.00;0.00
2251;Pablo Sarabia;FW,MF;fr Ligue 1;27;1,164;4;0.31;3;0.23;0.54
2252;Marcelo Saracchi;DF;de Bundesliga;21;179;1;0.50;0;0.00;0.50
2253;Josh Sargent;FW;de Bundesliga;19;1,416;4;0.25;2;0.13;0.38
2254;Bouna Sarr;DF,FW;fr Ligue 1;27;2,164;1;0.04;3;0.12;0.17
2255;Ismaila Sarr;FW,MF;eng Premier League;21;2,028;5;0.22;4;0.18;0.40
2256;Malang Sarr;DF;fr Ligue 1;20;1,454;1;0.06;0;0.00;0.06
2257;Sidy Sarr;MF;fr Ligue 1;23;1,165;0;0.00;2;0.15;0.15
2258;Joan Sastre Vanrell;DF;es La Liga;22;1,360;0;0.00;2;0.13;0.13
2259;Téji Savanier;MF;fr Ligue 1;27;1,524;6;0.35;2;0.12;0.47
2260;Stefan Savić;DF;es La Liga;28;1,980;0;0.00;0;0.00;0.00
2261;Fabian Schär;DF,MF;eng Premier League;27;1,672;2;0.11;0;0.00;0.11
2262;Louis Schaub;MF;de Bundesliga;24;623;1;0.14;1;0.14;0.29
2263;Ezequiel Schelotto;DF;eng Premier League;30;361;0;0.00;0;0.00;0.00
2264;Patrik Schick;FW;de Bundesliga;23;1,298;10;0.69;2;0.14;0.83
2265;Julian Schieber;FW;de Bundesliga;30;43;0;0.00;0;0.00;0.00
2266;Kingsley Schindler;FW,MF;de Bundesliga;26;849;0;0.00;2;0.21;0.21
2267;Xaver Schlager;MF;de Bundesliga;21;1,719;1;0.05;2;0.10;0.16
2268;Keven Schlotterbeck;DF;de Bundesliga;22;1,939;0;0.00;0;0.00;0.00
2269;Nico Schlotterbeck;DF;de Bundesliga;19;373;0;0.00;0;0.00;0.00
2270;Jeffrey Schlupp;MF,DF;eng Premier League;26;1,036;3;0.26;1;0.09;0.35
2271;Kasper Schmeichel;GK;eng Premier League;32;3,420;0;0.00;0;0.00;0.00
2272;Marcel Schmelzer;DF;de Bundesliga;31;66;1;1.36;1;1.36;2.73
2273;Jonathan Schmid;DF;de Bundesliga;29;2,836;5;0.16;1;0.03;0.19
2274;Manuel Schmiedebach;MF;de Bundesliga;30;179;0;0.00;0;0.00;0.00
2275;Benno Schmitz;DF;de Bundesliga;24;1,158;0;0.00;0;0.00;0.00
2276;Morgan Schneiderlin;MF;eng Premier League;29;1,001;0;0.00;0;0.00;0.00
2277;Lasse Schöne;MF;it Serie A;33;2,427;2;0.07;3;0.11;0.19
2278;Sebastian Schonlau;DF;de Bundesliga;24;2,070;2;0.09;0;0.00;0.09
2279;Alessandro Schöpf;MF;de Bundesliga;25;1,432;0;0.00;1;0.06;0.06
2280;Jerdy Schouten;MF;it Serie A;22;1,082;0;0.00;0;0.00;0.00
2281;Markus Schubert;GK;de Bundesliga;21;742;0;0.00;0;0.00;0.00
2282;Nico Schulz;DF;de Bundesliga;26;594;1;0.15;0;0.00;0.15
2283;Alexander Schwolow;GK;de Bundesliga;27;2,091;0;0.00;0;0.00;0.00
2284;Matteo Scozzarella;MF;it Serie A;31;920;0;0.00;3;0.29;0.29
2285;Aleksandar Sedlar;DF;es La Liga;27;814;0;0.00;0;0.00;0.00
2286;Davie Selke;FW;de Bundesliga;24;960;1;0.09;1;0.09;0.19
2287;Davie Selke;FW;de Bundesliga;24;463;0;0.00;0;0.00;0.00
2288;Matz Sels;GK;fr Ligue 1;27;2,430;0;0.00;0;0.00;0.00
2289;Ken Sema;DF,MF;it Serie A;25;2,453;2;0.07;1;0.04;0.11
2290;Nélson Semedo;DF;es La Liga;25;2,097;1;0.04;2;0.09;0.13
2291;Alessandro Semprini;DF;it Serie A;21;629;1;0.14;0;0.00;0.14
2292;Josep Señé;MF;es La Liga;27;150;0;0.00;0;0.00;0.00
2293;Stefano Sensi;MF,FW;it Serie A;23;723;3;0.37;2;0.25;0.62
2294;Luigi Sepe;GK;it Serie A;28;3,060;0;0.00;0;0.00;0.00
2295;Suat Serdar;MF;de Bundesliga;22;1,599;7;0.39;0;0.00;0.39
2296;Ryan Sessegnon;DF;eng Premier League;19;342;0;0.00;0;0.00;0.00
2297;Salva Sevilla;MF;es La Liga;35;2,568;5;0.18;3;0.11;0.28
2298;Yevhen Shakhov;MF,FW;it Serie A;28;1,085;1;0.08;2;0.17;0.25
2299;Xherdan Shaqiri;FW;eng Premier League;27;185;1;0.49;0;0.00;0.49
2300;Billy Sharp;FW;eng Premier League;33;1,051;3;0.26;2;0.17;0.43
2301;Luke Shaw;DF;eng Premier League;24;1,733;0;0.00;0;0.00;0.00
2302;Khiry Shelton;FW,MF;de Bundesliga;26;34;0;0.00;0;0.00;0.00
2303;Jonjo Shelvey;MF;eng Premier League;27;2,119;6;0.25;2;0.08;0.34
2304;Gen Shoji;DF;fr Ligue 1;26;45;0;0.00;0;0.00;0.00
2305;Djibril Sidibé;DF;eng Premier League;27;1,824;0;0.00;4;0.20;0.20
2306;Kalidou Sidibé;MF;fr Ligue 1;20;91;0;0.00;0;0.00;0.00
2307;Sidnei;DF;es La Liga;29;1,175;1;0.08;0;0.00;0.08
2308;Theoson Siebatcheu;FW;fr Ligue 1;23;440;0;0.00;1;0.20;0.20
2309;Kaj Sierhuis;FW;fr Ligue 1;21;12;0;0.00;0;0.00;0.00
2310;Gylfi Sigurðsson;MF;eng Premier League;29;2,560;2;0.07;3;0.11;0.18
2311;Luca Siligardi;FW,MF;it Serie A;31;337;0;0.00;1;0.27;0.27
2312;Adrien Silva;MF;fr Ligue 1;30;1,221;0;0.00;2;0.15;0.15
2313;André Silva;FW;it Serie A;23;60;0;0.00;0;0.00;0.00
2314;André Silva;FW;de Bundesliga;23;1,575;12;0.69;3;0.17;0.86
2315;Bernardo Silva;FW,MF;eng Premier League;24;2,030;6;0.27;7;0.31;0.58
2316;David Silva;MF;eng Premier League;33;1,826;6;0.30;10;0.49;0.79
2317;Gabriel Silva;DF;fr Ligue 1;28;231;0;0.00;0;0.00;0.00
2318;Jonathan Silva;DF;es La Liga;25;2,785;1;0.03;2;0.06;0.10
2319;Matheus Pereira da Silva;MF,FW;fr Ligue 1;21;465;0;0.00;0;0.00;0.00
2320;Rui Silva;GK;es La Liga;25;3,150;0;0.00;0;0.00;0.00
2321;Thiago Silva;DF;fr Ligue 1;34;1,571;0;0.00;0;0.00;0.00
2322;Marco Silvestri;GK;it Serie A;28;3,150;0;0.00;0;0.00;0.00
2323;Mohamed Simakan;DF;fr Ligue 1;19;1,503;0;0.00;0;0.00;0.00
2324;Giovanni Simeone;FW;it Serie A;24;2,924;12;0.37;3;0.09;0.46
2325;Moses Simon;FW,MF;fr Ligue 1;24;2,177;5;0.21;5;0.21;0.41
2326;Unai Simón;GK;es La Liga;22;2,991;0;0.00;0;0.00;0.00
2327;Jack Simpson;DF;eng Premier League;22;241;0;0.00;0;0.00;0.00
2328;Sarpreet Singh;FW,MF;de Bundesliga;20;72;0;0.00;0;0.00;0.00
2329;Wilfried Singo;DF;it Serie A;18;132;1;0.68;0;0.00;0.68
2330;Daley Sinkgraven;DF;de Bundesliga;24;909;0;0.00;1;0.10;0.10
2331;Dimitris Siovas;DF;es La Liga;30;1,918;0;0.00;0;0.00;0.00
2332;Salvatore Sirigu;GK;it Serie A;32;3,240;0;0.00;0;0.00;0.00
2333;Ibrahima Sissoko;MF;fr Ligue 1;21;1,598;0;0.00;1;0.06;0.06
2334;Moussa Sissoko;MF;eng Premier League;29;2,452;2;0.07;1;0.04;0.11
2335;Sambou Sissoko;MF,FW;fr Ligue 1;20;32;0;0.00;0;0.00;0.00
2336;Pione Sisto;FW,MF;es La Liga;24;891;2;0.20;0;0.00;0.20
2337;Antonio Sivera;GK;es La Liga;22;270;0;0.00;0;0.00;0.00
2338;Ellyes Skhiri;MF;de Bundesliga;24;2,672;1;0.03;3;0.10;0.13
2339;Oliver Skipp;MF,DF;eng Premier League;18;77;0;0.00;0;0.00;0.00
2340;Łukasz Skorupski;GK;it Serie A;28;3,330;0;0.00;0;0.00;0.00
2341;Andreas Skov Olsen;FW,MF;it Serie A;19;760;1;0.12;0;0.00;0.12
2342;Robert Skov;DF,FW;de Bundesliga;23;2,608;4;0.14;7;0.24;0.38
2343;Simon Skrabb;MF,FW;it Serie A;24;257;0;0.00;0;0.00;0.00
2344;Milan Škriniar;DF;it Serie A;24;2,627;0;0.00;0;0.00;0.00
2345;Steven Skrzybski;FW,MF;de Bundesliga;26;530;1;0.17;2;0.34;0.51
2346;Petar Škuletić;FW;fr Ligue 1;29;106;0;0.00;0;0.00;0.00
2347;Islam Slimani;FW;fr Ligue 1;31;1,285;9;0.63;7;0.49;1.12
2348;William Smallbone;MF;eng Premier League;19;393;0;0.00;2;0.46;0.46
2349;Chris Smalling;DF;it Serie A;29;2,566;3;0.11;2;0.07;0.18
2350;Dennis Smarsch;GK;de Bundesliga;20;151;0;0.00;0;0.00;0.00
2351;Adam Smith;DF;eng Premier League;28;2,055;0;0.00;1;0.04;0.04
2352;Emile Smith-Rowe;MF;eng Premier League;19;97;0;0.00;0;0.00;0.00
2353;Fyodor Smolov;FW;es La Liga;29;743;2;0.24;0;0.00;0.24
2354;Robert Snodgrass;MF,FW;eng Premier League;31;1,509;5;0.30;5;0.30;0.60
2355;Cédric Soares;DF;eng Premier League;27;249;1;0.36;0;0.00;0.36
2356;Cédric Soares;DF;eng Premier League;27;1,306;0;0.00;1;0.07;0.07
2357;Rafa Soares;DF,MF;es La Liga;24;435;0;0.00;0;0.00;0.00
2358;Lasse Sobiech;DF;de Bundesliga;28;90;0;0.00;0;0.00;0.00
2359;Marcel Sobottka;MF;de Bundesliga;25;701;0;0.00;1;0.13;0.13
2360;Rubén Sobrino;FW,MF;es La Liga;27;170;1;0.53;0;0.00;0.53
2361;Dominic Solanke;FW,MF;eng Premier League;21;1,651;3;0.16;1;0.05;0.22
2362;Roberto Soldado;FW;es La Liga;34;2,347;7;0.27;4;0.15;0.42
2363;Carlos Soler;MF;es La Liga;22;2,066;2;0.09;0;0.00;0.09
2364;Oumar Solet;DF;fr Ligue 1;19;9;0;0.00;0;0.00;0.00
2365;Yann Sommer;GK;de Bundesliga;30;3,060;0;0.00;0;0.00;0.00
2366;Kévin Soni;FW;es La Liga;21;4;0;0.00;0;0.00;0.00
2367;David Soria;GK;es La Liga;26;3,420;0;0.00;0;0.00;0.00
2368;Bruno Soriano;MF;es La Liga;35;263;0;0.00;0;0.00;0.00
2369;Juan Soriano;GK;es La Liga;21;990;0;0.00;0;0.00;0.00
2370;Roberto Soriano;MF;it Serie A;28;2,469;5;0.18;5;0.18;0.36
2371;Riccardo Sottil;FW,DF;it Serie A;20;514;0;0.00;0;0.00;0.00
2372;Tomáš Souček;MF;eng Premier League;24;1,040;3;0.26;0;0.00;0.26
2373;Adama Soumaoro;DF;it Serie A;27;637;1;0.14;0;0.00;0.14
2374;Adama Soumaoro;DF;fr Ligue 1;27;415;1;0.22;0;0.00;0.22
2375;Boubakary Soumaré;MF;fr Ligue 1;20;1,213;0;0.00;0;0.00;0.00
2376;Bryan Soumaré;MF,FW;fr Ligue 1;20;384;0;0.00;0;0.00;0.00
2377;Arnaud Souquet;DF;fr Ligue 1;27;2,016;2;0.09;0;0.00;0.09
2378;Djibril Sow;MF;de Bundesliga;22;1,746;1;0.05;3;0.15;0.21
2379;Çağlar Söyüncü;DF;eng Premier League;23;3,036;1;0.03;1;0.03;0.06
2380;Nikolas Špalek;MF,FW;it Serie A;22;1,579;2;0.11;1;0.06;0.17
2381;Leonardo Spinazzola;DF;it Serie A;26;1,548;1;0.06;2;0.12;0.17
2382;Marco Sportiello;GK;it Serie A;27;525;0;0.00;0;0.00;0.00
2383;Mattia Sprocati;FW;it Serie A;26;590;1;0.15;0;0.00;0.15
2384;Bassem Srarfi;FW,DF;fr Ligue 1;22;133;0;0.00;0;0.00;0.00
2385;Dennis Srbeny;MF,FW;eng Premier League;25;47;1;1.91;0;0.00;1.91
2386;Dennis Srbeny;FW,MF;de Bundesliga;25;1,119;5;0.40;1;0.08;0.48
2387;Jerry St. Juste;DF;de Bundesliga;22;2,113;2;0.09;2;0.09;0.17
2388;Jack Stacey;DF;eng Premier League;23;1,549;0;0.00;2;0.12;0.12
2389;Kostas Stafylidis;DF;de Bundesliga;25;398;1;0.23;0;0.00;0.23
2390;Benjamin Stambouli;DF;de Bundesliga;28;810;0;0.00;0;0.00;0.00
2391;Junior Stanislas;MF,DF;eng Premier League;29;712;3;0.38;0;0.00;0.38
2392;Niklas Stark;DF;de Bundesliga;24;1,731;1;0.05;0;0.00;0.05
2393;Jed Steer;GK;eng Premier League;26;7;0;0.00;0;0.00;0.00
2394;Renato Steffen;MF,FW;de Bundesliga;27;1,585;6;0.34;3;0.17;0.51
2395;Zack Steffen;GK;de Bundesliga;24;1,530;0;0.00;0;0.00;0.00
2396;Dale Stephens;MF;eng Premier League;30;2,530;0;0.00;1;0.04;0.04
2397;Jack Stephens;DF;eng Premier League;25;2,451;1;0.04;3;0.11;0.15
2398;Mariusz Stępiński;FW;it Serie A;24;706;3;0.38;1;0.13;0.51
2399;Raheem Sterling;FW;eng Premier League;24;2,651;20;0.68;1;0.03;0.71
2400;Enda Stevens;DF;eng Premier League;29;3,345;2;0.05;4;0.11;0.16
2401;Marco Stiepermann;MF;eng Premier League;28;1,180;0;0.00;0;0.00;0.00
2402;Lars Stindl;MF,FW;de Bundesliga;30;1,432;9;0.57;3;0.19;0.75
2403;Kevin Stöger;MF;de Bundesliga;25;1,268;0;0.00;4;0.28;0.28
2404;Vlatko Stojanovski;FW;fr Ligue 1;22;123;0;0.00;0;0.00;0.00
2405;John Stones;DF;eng Premier League;25;1,122;0;0.00;0;0.00;0.00
2406;Thomas Strakosha;GK;it Serie A;24;3,420;0;0.00;0;0.00;0.00
2407;Tobias Strobl;MF,DF;de Bundesliga;29;615;0;0.00;0;0.00;0.00
2408;Christian Strohdiek;DF;de Bundesliga;31;1,363;1;0.07;2;0.13;0.20
2409;Kevin Strootman;MF;fr Ligue 1;29;1,416;2;0.13;3;0.19;0.32
2410;Jens Stryger Larsen;DF;it Serie A;28;2,789;1;0.03;3;0.10;0.13
2411;Stefano Sturaro;MF;it Serie A;26;1,252;1;0.07;2;0.14;0.22
2412;Damián Suárez;DF;es La Liga;31;2,592;1;0.03;4;0.14;0.17
2413;Denis Suárez;MF,FW;es La Liga;25;1,630;1;0.06;5;0.28;0.33
2414;Luis Suárez;FW;es La Liga;32;1,998;16;0.72;8;0.36;1.08
2415;Mathías Suárez;DF;fr Ligue 1;23;60;0;0.00;0;0.00;0.00
2416;Neven Subotić;DF;de Bundesliga;30;1,965;1;0.05;0;0.00;0.05
2417;Isaac Success;FW,MF;eng Premier League;23;70;0;0.00;0;0.00;0.00
2418;Marek Suchý;DF;de Bundesliga;31;397;0;0.00;0;0.00;0.00
2419;Niklas Süle;DF;de Bundesliga;23;641;0;0.00;1;0.14;0.14
2420;Ki Sung-yueng;MF;es La Liga;30;9;0;0.00;0;0.00;0.00
2421;Ki Sung-yueng;MF;eng Premier League;30;137;0;0.00;0;0.00;0.00
2422;Stoppila Sunzu;DF;fr Ligue 1;30;1,352;0;0.00;0;0.00;0.00
2423;Andrew Surman;MF;eng Premier League;32;235;0;0.00;0;0.00;0.00
2424;Sam Surridge;FW;eng Premier League;21;27;0;0.00;0;0.00;0.00
2425;Suso;FW,MF;es La Liga;25;785;1;0.11;1;0.11;0.23
2426;Suso;FW,MF;it Serie A;25;1,359;1;0.07;2;0.13;0.20
2427;Bosko Sutalo;DF;it Serie A;19;280;0;0.00;0;0.00;0.00
2428;Markus Suttner;DF,MF;de Bundesliga;32;1,339;0;0.00;1;0.07;0.07
2429;Mattias Svanberg;MF;it Serie A;20;1,051;1;0.09;2;0.17;0.26
2430;Issiaga Sylla;DF;fr Ligue 1;25;2,520;0;0.00;2;0.07;0.07
2431;Moussa Sylla;FW;fr Ligue 1;19;10;0;0.00;0;0.00;0.00
2432;Eddy Sylvestre;MF;fr Ligue 1;19;37;0;0.00;0;0.00;0.00
2433;Ádám Szalai;FW;de Bundesliga;31;1,147;1;0.08;1;0.08;0.16
2434;Wojciech Szczęsny;GK;it Serie A;29;2,591;0;0.00;0;0.00;0.00
2435;Andrea Tabanelli;MF;it Serie A;29;964;1;0.09;0;0.00;0.09
2436;Tachi;DF;es La Liga;21;238;0;0.00;0;0.00;0.00
2437;Panagiotis Tachtsidis;MF;it Serie A;28;2,003;0;0.00;2;0.09;0.09
2438;Jonathan Tah;DF;de Bundesliga;23;2,092;0;0.00;1;0.04;0.04
2439;Flavien Tait;MF,FW;fr Ligue 1;26;885;2;0.20;2;0.20;0.41
2440;Mahdi Talal;FW;fr Ligue 1;21;20;0;0.00;0;0.00;0.00
2441;Adrien Tameze;MF;fr Ligue 1;25;519;1;0.17;0;0.00;0.17
2442;Adrien Tameze;MF;it Serie A;25;211;0;0.00;0;0.00;0.00
2443;Japhet Tanganga;DF;eng Premier League;20;525;0;0.00;0;0.00;0.00
2444;Adil Taoui;MF;fr Ligue 1;17;25;0;0.00;0;0.00;0.00
2445;Edmond Tapsoba;DF;de Bundesliga;20;1,058;0;0.00;0;0.00;0.00
2446;Matt Targett;DF;eng Premier League;23;2,291;1;0.04;2;0.08;0.12
2447;Rodrigo Tarín;DF;es La Liga;23;951;0;0.00;0;0.00;0.00
2448;James Tarkowski;DF;eng Premier League;26;3,420;2;0.05;2;0.05;0.11
2449;Ciprian Tătărușanu;GK;fr Ligue 1;33;180;0;0.00;0;0.00;0.00
2450;Júlio Tavares;FW;fr Ligue 1;30;1,997;5;0.23;2;0.09;0.32
2451;Charlie Taylor;DF;eng Premier League;25;1,945;0;0.00;1;0.05;0.05
2452;Neil Taylor;DF;eng Premier League;30;1,091;0;0.00;0;0.00;0.00
2453;Aurélien Tchouaméni;MF;fr Ligue 1;19;1,110;0;0.00;1;0.08;0.08
2454;Aurélien Tchouaméni;MF;fr Ligue 1;19;65;0;0.00;0;0.00;0.00
2455;Georg Teigl;DF,MF;de Bundesliga;28;111;0;0.00;0;0.00;0.00
2456;Álvaro Tejero;DF;es La Liga;23;1,447;0;0.00;0;0.00;0.00
2457;Bernard Tekpetey;FW,MF;de Bundesliga;21;448;0;0.00;1;0.20;0.20
2458;Nathan Tella;FW;eng Premier League;20;3;0;0.00;0;0.00;0.00
2459;Cristian Tello;MF,FW;es La Liga;27;787;2;0.23;0;0.00;0.23
2460;Lino Tempelmann;MF;de Bundesliga;20;33;0;0.00;0;0.00;0.00
2461;Łukasz Teodorczyk;FW;it Serie A;28;222;0;0.00;1;0.41;0.41
2462;Hidde ter Avest;DF;it Serie A;22;686;0;0.00;0;0.00;0.00
2463;Marc-André ter Stegen;GK;es La Liga;27;3,240;0;0.00;2;0.06;0.06
2464;Simon Terodde;FW,MF;de Bundesliga;31;813;3;0.33;1;0.11;0.44
2465;Pietro Terracciano;GK;it Serie A;29;624;0;0.00;0;0.00;0.00
2466;Martin Terrier;FW,MF;fr Ligue 1;22;1,198;1;0.08;2;0.15;0.23
2467;Aleksa Terzić;DF;it Serie A;19;8;0;0.00;0;0.00;0.00
2468;Kenny Tete;DF;fr Ligue 1;23;1,072;0;0.00;1;0.08;0.08
2469;Alexander Tettey;MF,DF;eng Premier League;33;2,338;1;0.04;1;0.04;0.08
2470;Florian Thauvin;FW;fr Ligue 1;26;22;0;0.00;0;0.00;0.00
2471;Demba Thiam;GK;it Serie A;21;180;0;0.00;0;0.00;0.00
2472;Malick Thiaw;DF;de Bundesliga;17;76;0;0.00;0;0.00;0.00
2473;Niclas Thiede;GK;de Bundesliga;20;69;0;0.00;0;0.00;0.00
2474;Jan Thielmann;FW,MF;de Bundesliga;17;554;0;0.00;1;0.16;0.16
2475;Sada Thioub;MF,FW;fr Ligue 1;24;1,508;1;0.06;2;0.12;0.18
2476;Jordan Thomas;FW;eng Premier League;;1;0;0.00;0;0.00;0.00
2477;Luke Thomas;DF;eng Premier League;;267;0;0.00;1;0.34;0.34
2478;Romain Thomas;DF;fr Ligue 1;31;2,340;1;0.04;2;0.08;0.12
2479;Adrien Thomasson;MF;fr Ligue 1;25;2,072;8;0.35;1;0.04;0.39
2480;Erik Thommy;DF,FW;de Bundesliga;24;2,259;6;0.24;4;0.16;0.40
2481;Max Thompson;FW;eng Premier League;17;3;0;0.00;0;0.00;0.00
2482;Morten Thorsby;MF,DF;it Serie A;23;1,865;1;0.05;1;0.05;0.10
2483;Marcus Thuram;FW;de Bundesliga;21;2,202;10;0.41;8;0.33;0.74
2484;Khéphren Thuram-Ulie;MF;fr Ligue 1;18;590;0;0.00;0;0.00;0.00
2485;Youri Tielemans;MF;eng Premier League;22;2,828;3;0.10;6;0.19;0.29
2486;Kieran Tierney;DF;eng Premier League;22;989;1;0.09;1;0.09;0.18
2487;Cheick Timite;MF,FW;fr Ligue 1;21;115;0;0.00;0;0.00;0.00
2488;David Timor;MF,DF;es La Liga;29;943;3;0.29;0;0.00;0.29
2489;Marcel Tisserand;DF;de Bundesliga;26;1,204;1;0.07;1;0.07;0.15
2490;Jean-Clair Todibo;DF;es La Liga;19;77;0;0.00;0;0.00;0.00
2491;Jean-Clair Todibo;DF;de Bundesliga;19;365;0;0.00;0;0.00;0.00
2492;Karl Toko Ekambi;FW;es La Liga;26;993;6;0.54;2;0.18;0.73
2493;Karl Toko Ekambi;FW;fr Ligue 1;26;538;2;0.33;1;0.17;0.50
2494;Corentin Tolisso;MF;de Bundesliga;24;638;1;0.14;2;0.28;0.42
2495;Jeremy Toljan;DF;it Serie A;24;2,186;1;0.04;2;0.08;0.12
2496;Rafael Tolói;DF;it Serie A;28;2,608;2;0.07;6;0.21;0.28
2497;Raúl de Tomás;FW;es La Liga;24;1,075;4;0.33;0;0.00;0.33
2498;Takehiro Tomiyasu;DF;it Serie A;20;2,528;1;0.04;3;0.11;0.14
2499;James Tomkins;DF;eng Premier League;30;1,582;1;0.06;1;0.06;0.11
2500;Fikayo Tomori;DF;eng Premier League;21;1,291;1;0.07;0;0.00;0.07
2501;Nenad Tomović;DF;it Serie A;31;1,755;0;0.00;1;0.05;0.05
2502;Sandro Tonali;MF;it Serie A;19;3,014;1;0.03;7;0.21;0.24
2503;Lorenzo Tonelli;DF;it Serie A;29;702;0;0.00;0;0.00;0.00
2504;Toño;DF;es La Liga;29;1,589;0;0.00;2;0.11;0.11
2505;Ömer Toprak;DF;de Bundesliga;30;715;0;0.00;0;0.00;0.00
2506;Ernesto Torregrossa;FW;it Serie A;27;1,844;7;0.34;3;0.15;0.49
2507;Lucas Torreira;MF;eng Premier League;23;1,512;1;0.06;1;0.06;0.12
2508;Ferrán Torres;MF,FW;es La Liga;19;2,251;4;0.16;5;0.20;0.36
2509;Óliver Torres;MF,FW;es La Liga;24;1,596;3;0.17;3;0.17;0.34
2510;Pau Torres;DF;es La Liga;22;2,971;2;0.06;1;0.03;0.09
2511;Roberto Torres;MF,FW;es La Liga;30;2,717;7;0.23;8;0.26;0.50
2512;Lucas Torró;MF,FW;de Bundesliga;25;331;0;0.00;0;0.00;0.00
2513;Jordan Torunarigha;DF;de Bundesliga;21;1,462;1;0.06;1;0.06;0.12
2514;Cenk Tosun;FW;eng Premier League;28;177;1;0.51;0;0.00;0.51
2515;Cenk Tosun;FW;eng Premier League;28;291;1;0.31;0;0.00;0.31
2516;Abdoulaye Touré;MF;fr Ligue 1;25;2,221;3;0.12;0;0.00;0.12
2517;Almamy Touré;DF;de Bundesliga;23;1,491;1;0.06;3;0.18;0.24
2518;Lucas Tousart;MF;fr Ligue 1;22;1,763;2;0.10;2;0.10;0.20
2519;Andros Townsend;MF;eng Premier League;28;1,294;1;0.07;1;0.07;0.14
2520;Aleksandar Trajkovski;MF,DF;es La Liga;26;330;0;0.00;0;0.00;0.00
2521;Adama Traoré;FW,MF;fr Ligue 1;24;1,007;1;0.09;4;0.36;0.45
2522;Adama Traoré;MF;fr Ligue 1;24;25;0;0.00;0;0.00;0.00
2523;Adama Traoré;FW,MF;eng Premier League;23;2,605;4;0.14;9;0.31;0.45
2524;Amad Traoré;FW;it Serie A;17;27;1;3.33;0;0.00;3.33
2525;Bertrand Traoré;FW,MF;fr Ligue 1;23;1,253;1;0.07;3;0.22;0.29
2526;Charles Traore;DF;fr Ligue 1;27;1,738;0;0.00;1;0.05;0.05
2527;Hamari Traoré;DF;fr Ligue 1;27;2,411;0;0.00;5;0.19;0.19
2528;Ibrahima Traoré;FW;de Bundesliga;31;152;0;0.00;1;0.59;0.59
2529;Ismaël Traoré;DF;fr Ligue 1;32;2,052;0;0.00;0;0.00;0.00
2530;Kevin Trapp;GK;de Bundesliga;29;1,980;0;0.00;0;0.00;0.00
2531;Miguel Trauco;DF;fr Ligue 1;26;1,476;1;0.06;2;0.12;0.18
2532;Mark Travers;GK;eng Premier League;20;90;0;0.00;0;0.00;0.00
2533;Luca Tremolada;MF;it Serie A;27;15;0;0.00;0;0.00;0.00
2534;Trézéguet;FW,MF;eng Premier League;24;1,950;6;0.28;1;0.05;0.32
2535;Manu Trigueros;MF;es La Liga;27;1,547;2;0.12;4;0.23;0.35
2536;Christopher Trimmel;DF;de Bundesliga;32;2,863;0;0.00;8;0.25;0.25
2537;Alessandro Tripaldelli;DF;it Serie A;20;135;0;0.00;0;0.00;0.00
2538;Kieran Trippier;DF;es La Liga;28;1,979;0;0.00;4;0.18;0.18
2539;William Troost-Ekong;DF;it Serie A;25;2,576;0;0.00;0;0.00;0.00
2540;Leandro Trossard;FW,MF;eng Premier League;24;2,011;5;0.22;3;0.13;0.36
2541;Tom Trybull;MF;eng Premier League;26;1,130;0;0.00;0;0.00;0.00
2542;Axel Tuanzebe;DF;eng Premier League;21;189;0;0.00;0;0.00;0.00
2543;Georgi Tunjov;MF;it Serie A;18;284;0;0.00;0;0.00;0.00
2544;Stefano Turati;GK;it Serie A;;180;0;0.00;0;0.00;0.00
2545;Gennaro Tutino;FW;it Serie A;22;225;0;0.00;0;0.00;0.00
2546;Matthieu Udol;DF;fr Ligue 1;23;1,102;0;0.00;1;0.08;0.08
